Strategy,Total,Pit in Laps
2-stop M→S→S   ,86:28.720,"[19, 37]"
2-stop M→S→S   ,86:28.720,"[19, 48]"
2-stop S→S→M   ,86:28.921,"[24, 53]"
2-stop S→S→M   ,86:28.921,"[29, 53]"
2-stop S→M→S   ,86:28.921,"[24, 37]"
2-stop S→M→S   ,86:28.921,"[29, 42]"
2-stop M→S→S   ,86:28.921,"[13, 37]"
2-stop M→S→S   ,86:28.921,"[13, 42]"
2-stop S→S→M   ,86:28.936,"[14, 38]"
2-stop S→S→M   ,86:28.936,"[24, 38]"
2-stop S→M→S   ,86:28.936,"[14, 42]"
2-stop S→M→S   ,86:28.936,"[24, 52]"
2-stop M→S→S   ,86:28.936,"[28, 42]"
2-stop M→S→S   ,86:28.936,"[28, 52]"
2-stop S→S→M   ,86:28.955,"[15, 42]"
2-stop S→S→M   ,86:28.955,"[27, 42]"
2-stop S→M→S   ,86:28.955,"[15, 39]"
2-stop S→M→S   ,86:28.955,"[27, 51]"
2-stop M→S→S   ,86:28.955,"[24, 39]"
2-stop M→S→S   ,86:28.955,"[24, 51]"
2-stop S→S→M   ,86:28.960,"[14, 39]"
2-stop S→S→M   ,86:28.960,"[25, 39]"
2-stop S→M→S   ,86:28.960,"[14, 41]"
2-stop S→M→S   ,86:28.960,"[25, 52]"
2-stop M→S→S   ,86:28.960,"[27, 41]"
2-stop M→S→S   ,86:28.960,"[27, 52]"
2-stop S→S→M   ,86:28.965,"[16, 44]"
2-stop S→S→M   ,86:28.965,"[28, 44]"
2-stop S→M→S   ,86:28.965,"[16, 38]"
2-stop S→M→S   ,86:28.965,"[28, 50]"
2-stop M→S→S   ,86:28.965,"[22, 38]"
2-stop M→S→S   ,86:28.965,"[22, 50]"
2-stop S→S→M   ,86:28.972,"[15, 36]"
2-stop S→S→M   ,86:28.972,"[21, 36]"
2-stop S→M→S   ,86:28.972,"[15, 45]"
2-stop S→M→S   ,86:28.972,"[21, 51]"
2-stop M→S→S   ,86:28.972,"[30, 45]"
2-stop M→S→S   ,86:28.972,"[30, 51]"
2-stop S→S→M   ,86:28.985,"[27, 54]"
2-stop S→M→S   ,86:28.985,"[27, 39]"
2-stop M→S→S   ,86:28.985,"[12, 39]"
2-stop S→S→M   ,86:29.120,"[26, 54]"
2-stop S→S→M   ,86:29.120,"[28, 54]"
2-stop S→M→S   ,86:29.120,"[26, 38]"
2-stop S→M→S   ,86:29.120,"[28, 40]"
2-stop M→S→S   ,86:29.120,"[12, 38]"
2-stop M→S→S   ,86:29.120,"[12, 40]"
2-stop S→S→M   ,86:29.155,"[14, 37]"
2-stop S→S→M   ,86:29.155,"[23, 37]"
2-stop S→M→S   ,86:29.155,"[14, 43]"
2-stop S→M→S   ,86:29.155,"[23, 52]"
2-stop M→S→S   ,86:29.155,"[29, 43]"
2-stop M→S→S   ,86:29.155,"[29, 52]"
2-stop S→S→M   ,86:29.227,"[14, 40]"
2-stop S→S→M   ,86:29.227,"[26, 40]"
2-stop S→M→S   ,86:29.227,"[14, 40]"
2-stop S→M→S   ,86:29.227,"[26, 52]"
2-stop M→S→S   ,86:29.227,"[26, 40]"
2-stop M→S→S   ,86:29.227,"[26, 52]"
2-stop S→S→M   ,86:29.257,"[17, 46]"
2-stop S→S→M   ,86:29.257,"[29, 46]"
2-stop S→M→S   ,86:29.257,"[17, 37]"
2-stop S→M→S   ,86:29.257,"[29, 49]"
2-stop M→S→S   ,86:29.257,"[20, 37]"
2-stop M→S→S   ,86:29.257,"[20, 49]"
2-stop S→S→M   ,86:29.282,"[21, 51]"
2-stop S→S→M   ,86:29.282,"[30, 51]"
2-stop S→M→S   ,86:29.282,"[21, 36]"
2-stop S→M→S   ,86:29.282,"[30, 45]"
2-stop M→S→S   ,86:29.282,"[15, 36]"
2-stop M→S→S   ,86:29.282,"[15, 45]"
2-stop S→S→M   ,86:29.302,"[17, 35]"
2-stop S→S→M   ,86:29.302,"[18, 35]"
2-stop S→S→M   ,86:29.302,"[20, 50]"
2-stop S→S→M   ,86:29.302,"[30, 50]"
2-stop S→M→S   ,86:29.302,"[17, 48]"
2-stop S→M→S   ,86:29.302,"[18, 49]"
2-stop S→M→S   ,86:29.302,"[20, 36]"
2-stop S→M→S   ,86:29.302,"[30, 46]"
2-stop M→S→S   ,86:29.302,"[16, 36]"
2-stop M→S→S   ,86:29.302,"[16, 46]"
2-stop M→S→S   ,86:29.302,"[31, 48]"
2-stop M→S→S   ,86:29.302,"[31, 49]"
2-stop S→S→M   ,86:29.425,"[22, 52]"
2-stop S→S→M   ,86:29.425,"[30, 52]"
2-stop S→M→S   ,86:29.425,"[22, 36]"
2-stop S→M→S   ,86:29.425,"[30, 44]"
2-stop M→S→S   ,86:29.425,"[14, 36]"
2-stop M→S→S   ,86:29.425,"[14, 44]"
2-stop S→S→M   ,86:29.472,"[16, 35]"
2-stop S→S→M   ,86:29.472,"[19, 35]"
2-stop S→M→S   ,86:29.472,"[16, 47]"
2-stop S→M→S   ,86:29.472,"[19, 50]"
2-stop M→S→S   ,86:29.472,"[31, 47]"
2-stop M→S→S   ,86:29.472,"[31, 50]"
2-stop S→S→M   ,86:29.485,"[19, 49]"
2-stop S→S→M   ,86:29.485,"[30, 49]"
2-stop S→M→S   ,86:29.485,"[19, 36]"
2-stop S→M→S   ,86:29.485,"[30, 47]"
2-stop M→S→S   ,86:29.485,"[17, 36]"
2-stop M→S→S   ,86:29.485,"[17, 47]"
2-stop S→S→M   ,86:29.525,"[25, 54]"
2-stop S→S→M   ,86:29.525,"[29, 54]"
2-stop S→M→S   ,86:29.525,"[25, 37]"
2-stop S→M→S   ,86:29.525,"[29, 41]"
2-stop M→S→S   ,86:29.525,"[12, 37]"
2-stop M→S→S   ,86:29.525,"[12, 41]"
2-stop S→S→M   ,86:29.617,"[14, 36]"
2-stop S→S→M   ,86:29.617,"[22, 36]"
2-stop S→M→S   ,86:29.617,"[14, 44]"
2-stop S→M→S   ,86:29.617,"[22, 52]"
2-stop M→S→S   ,86:29.617,"[30, 44]"
2-stop M→S→S   ,86:29.617,"[30, 52]"
2-stop S→S→M   ,86:29.656,"[15, 43]"
2-stop S→S→M   ,86:29.656,"[28, 43]"
2-stop S→M→S   ,86:29.656,"[15, 38]"
2-stop S→M→S   ,86:29.656,"[28, 51]"
2-stop M→S→S   ,86:29.656,"[23, 38]"
2-stop M→S→S   ,86:29.656,"[23, 51]"
2-stop S→S→M   ,86:29.731,"[23, 53]"
2-stop S→S→M   ,86:29.731,"[30, 53]"
2-stop S→M→S   ,86:29.731,"[23, 36]"
2-stop S→M→S   ,86:29.731,"[30, 43]"
2-stop M→S→S   ,86:29.731,"[13, 36]"
2-stop M→S→S   ,86:29.731,"[13, 43]"
2-stop S→S→M   ,86:29.737,"[14, 41]"
2-stop S→S→M   ,86:29.737,"[27, 41]"
2-stop S→M→S   ,86:29.737,"[14, 39]"
2-stop S→M→S   ,86:29.737,"[27, 52]"
2-stop M→S→S   ,86:29.737,"[25, 39]"
2-stop M→S→S   ,86:29.737,"[25, 52]"
2-stop S→S→M   ,86:29.812,"[15, 35]"
2-stop S→S→M   ,86:29.812,"[20, 35]"
2-stop S→M→S   ,86:29.812,"[15, 46]"
2-stop S→M→S   ,86:29.812,"[20, 51]"
2-stop M→S→S   ,86:29.812,"[31, 46]"
2-stop M→S→S   ,86:29.812,"[31, 51]"
2-stop S→S→M   ,86:29.831,"[18, 48]"
2-stop S→S→M   ,86:29.831,"[30, 48]"
2-stop S→M→S   ,86:29.831,"[18, 36]"
2-stop S→M→S   ,86:29.831,"[30, 48]"
2-stop M→S→S   ,86:29.831,"[18, 36]"
2-stop M→S→S   ,86:29.831,"[18, 48]"
2-stop S→S→M   ,86:29.857,"[16, 45]"
2-stop S→S→M   ,86:29.857,"[29, 45]"
2-stop S→M→S   ,86:29.857,"[16, 37]"
2-stop S→M→S   ,86:29.857,"[29, 50]"
2-stop M→S→S   ,86:29.857,"[21, 37]"
2-stop M→S→S   ,86:29.857,"[21, 50]"
2-stop S→S→M   ,86:30.021,"[13, 38]"
2-stop S→S→M   ,86:30.021,"[25, 38]"
2-stop S→M→S   ,86:30.021,"[13, 41]"
2-stop S→M→S   ,86:30.021,"[25, 53]"
2-stop M→S→S   ,86:30.021,"[28, 41]"
2-stop M→S→S   ,86:30.021,"[28, 53]"
2-stop S→S→M   ,86:30.022,"[27, 55]"
2-stop S→S→M   ,86:30.022,"[28, 55]"
2-stop S→M→S   ,86:30.022,"[27, 38]"
2-stop S→M→S   ,86:30.022,"[28, 39]"
2-stop M→S→S   ,86:30.022,"[11, 38]"
2-stop M→S→S   ,86:30.022,"[11, 39]"
2-stop S→S→M   ,86:30.105,"[13, 37]"
2-stop S→S→M   ,86:30.105,"[24, 37]"
2-stop S→M→S   ,86:30.105,"[13, 42]"
2-stop S→M→S   ,86:30.105,"[24, 53]"
2-stop M→S→S   ,86:30.105,"[29, 42]"
2-stop M→S→S   ,86:30.105,"[29, 53]"
2-stop S→S→M   ,86:30.180,"[13, 39]"
2-stop S→S→M   ,86:30.180,"[26, 39]"
2-stop S→M→S   ,86:30.180,"[13, 40]"
2-stop S→M→S   ,86:30.180,"[26, 53]"
2-stop M→S→S   ,86:30.180,"[27, 40]"
2-stop M→S→S   ,86:30.180,"[27, 53]"
2-stop S→S→M   ,86:30.200,"[24, 54]"
2-stop S→S→M   ,86:30.200,"[30, 54]"
2-stop S→M→S   ,86:30.200,"[24, 36]"
2-stop S→M→S   ,86:30.200,"[30, 42]"
2-stop M→S→S   ,86:30.200,"[12, 36]"
2-stop M→S→S   ,86:30.200,"[12, 42]"
2-stop S→S→M   ,86:30.292,"[26, 55]"
2-stop S→S→M   ,86:30.292,"[29, 55]"
2-stop S→M→S   ,86:30.292,"[26, 37]"
2-stop S→M→S   ,86:30.292,"[29, 40]"
2-stop M→S→S   ,86:30.292,"[11, 37]"
2-stop M→S→S   ,86:30.292,"[11, 40]"
2-stop S→S→M   ,86:30.322,"[14, 35]"
2-stop S→S→M   ,86:30.322,"[21, 35]"
2-stop S→M→S   ,86:30.322,"[14, 45]"
2-stop S→M→S   ,86:30.322,"[21, 52]"
2-stop M→S→S   ,86:30.322,"[31, 45]"
2-stop M→S→S   ,86:30.322,"[31, 52]"
2-stop S→S→M   ,86:30.340,"[17, 47]"
2-stop S→S→M   ,86:30.340,"[30, 47]"
2-stop S→M→S   ,86:30.340,"[17, 36]"
2-stop S→M→S   ,86:30.340,"[30, 49]"
2-stop M→S→S   ,86:30.340,"[19, 36]"
2-stop M→S→S   ,86:30.340,"[19, 49]"
2-stop S→S→M   ,86:30.410,"[14, 42]"
2-stop S→S→M   ,86:30.410,"[28, 42]"
2-stop S→M→S   ,86:30.410,"[14, 38]"
2-stop S→M→S   ,86:30.410,"[28, 52]"
2-stop M→S→S   ,86:30.410,"[24, 38]"
2-stop M→S→S   ,86:30.410,"[24, 52]"
2-stop S→S→M   ,86:30.432,"[13, 36]"
2-stop S→S→M   ,86:30.432,"[23, 36]"
2-stop S→M→S   ,86:30.432,"[13, 43]"
2-stop S→M→S   ,86:30.432,"[23, 53]"
2-stop M→S→S   ,86:30.432,"[30, 43]"
2-stop M→S→S   ,86:30.432,"[30, 53]"
2-stop S→S→M   ,86:30.520,"[15, 44]"
2-stop S→S→M   ,86:30.520,"[29, 44]"
2-stop S→M→S   ,86:30.520,"[15, 37]"
2-stop S→M→S   ,86:30.520,"[29, 51]"
2-stop M→S→S   ,86:30.520,"[22, 37]"
2-stop M→S→S   ,86:30.520,"[22, 51]"
2-stop S→S→M   ,86:30.582,"[13, 40]"
2-stop S→S→M   ,86:30.582,"[27, 40]"
2-stop S→M→S   ,86:30.582,"[13, 39]"
2-stop S→M→S   ,86:30.582,"[27, 53]"
2-stop M→S→S   ,86:30.582,"[26, 39]"
2-stop M→S→S   ,86:30.582,"[26, 53]"
2-stop S→S→M   ,86:30.632,"[20, 51]"
2-stop S→S→M   ,86:30.632,"[31, 51]"
2-stop S→M→S   ,86:30.632,"[20, 35]"
2-stop S→M→S   ,86:30.632,"[31, 46]"
2-stop M→S→S   ,86:30.632,"[15, 35]"
2-stop M→S→S   ,86:30.632,"[15, 46]"
2-stop S→S→M   ,86:30.640,"[21, 52]"
2-stop S→S→M   ,86:30.640,"[31, 52]"
2-stop S→M→S   ,86:30.640,"[21, 35]"
2-stop S→M→S   ,86:30.640,"[31, 45]"
2-stop M→S→S   ,86:30.640,"[14, 35]"
2-stop M→S→S   ,86:30.640,"[14, 45]"
2-stop S→S→M   ,86:30.655,"[17, 34]"
2-stop S→M→S   ,86:30.655,"[17, 49]"
2-stop M→S→S   ,86:30.655,"[32, 49]"
2-stop S→S→M   ,86:30.690,"[16, 34]"
2-stop S→S→M   ,86:30.690,"[18, 34]"
2-stop S→M→S   ,86:30.690,"[16, 48]"
2-stop S→M→S   ,86:30.690,"[18, 50]"
2-stop M→S→S   ,86:30.690,"[32, 48]"
2-stop M→S→S   ,86:30.690,"[32, 50]"
2-stop S→S→M   ,86:30.787,"[19, 50]"
2-stop S→S→M   ,86:30.787,"[31, 50]"
2-stop S→M→S   ,86:30.787,"[19, 35]"
2-stop S→M→S   ,86:30.787,"[31, 47]"
2-stop M→S→S   ,86:30.787,"[16, 35]"
2-stop M→S→S   ,86:30.787,"[16, 47]"
2-stop S→S→M   ,86:30.811,"[22, 53]"
2-stop S→S→M   ,86:30.811,"[31, 53]"
2-stop S→M→S   ,86:30.811,"[22, 35]"
2-stop S→M→S   ,86:30.811,"[31, 44]"
2-stop M→S→S   ,86:30.811,"[13, 35]"
2-stop M→S→S   ,86:30.811,"[13, 44]"
2-stop S→S→M   ,86:30.832,"[25, 55]"
2-stop S→S→M   ,86:30.832,"[30, 55]"
2-stop S→M→S   ,86:30.832,"[25, 36]"
2-stop S→M→S   ,86:30.832,"[30, 41]"
2-stop M→S→S   ,86:30.832,"[11, 36]"
2-stop M→S→S   ,86:30.832,"[11, 41]"
2-stop S→S→M   ,86:30.895,"[15, 34]"
2-stop S→S→M   ,86:30.895,"[19, 34]"
2-stop S→M→S   ,86:30.895,"[15, 47]"
2-stop S→M→S   ,86:30.895,"[19, 51]"
2-stop M→S→S   ,86:30.895,"[32, 47]"
2-stop M→S→S   ,86:30.895,"[32, 51]"
2-stop S→S→M   ,86:30.912,"[16, 46]"
2-stop S→S→M   ,86:30.912,"[30, 46]"
2-stop S→M→S   ,86:30.912,"[16, 36]"
2-stop S→M→S   ,86:30.912,"[30, 50]"
2-stop M→S→S   ,86:30.912,"[20, 36]"
2-stop M→S→S   ,86:30.912,"[20, 50]"
2-stop S→S→M   ,86:31.002,"[13, 35]"
2-stop S→S→M   ,86:31.002,"[22, 35]"
2-stop S→M→S   ,86:31.002,"[13, 44]"
2-stop S→M→S   ,86:31.002,"[22, 53]"
2-stop M→S→S   ,86:31.002,"[31, 44]"
2-stop M→S→S   ,86:31.002,"[31, 53]"
2-stop S→S→M   ,86:31.087,"[28, 56]"
2-stop S→M→S   ,86:31.087,"[28, 38]"
2-stop M→S→S   ,86:31.087,"[10, 38]"
2-stop S→S→M   ,86:31.105,"[18, 49]"
2-stop S→S→M   ,86:31.105,"[31, 49]"
2-stop S→M→S   ,86:31.105,"[18, 35]"
2-stop S→M→S   ,86:31.105,"[31, 48]"
2-stop M→S→S   ,86:31.105,"[17, 35]"
2-stop M→S→S   ,86:31.105,"[17, 48]"
2-stop S→S→M   ,86:31.145,"[23, 54]"
2-stop S→S→M   ,86:31.145,"[31, 54]"
2-stop S→M→S   ,86:31.145,"[23, 35]"
2-stop S→M→S   ,86:31.145,"[31, 43]"
2-stop M→S→S   ,86:31.145,"[12, 35]"
2-stop M→S→S   ,86:31.145,"[12, 43]"
2-stop S→S→M   ,86:31.222,"[27, 56]"
2-stop S→S→M   ,86:31.222,"[29, 56]"
2-stop S→M→S   ,86:31.222,"[27, 37]"
2-stop S→M→S   ,86:31.222,"[29, 39]"
2-stop M→S→S   ,86:31.222,"[10, 37]"
2-stop M→S→S   ,86:31.222,"[10, 39]"
2-stop S→S→M   ,86:31.225,"[12, 37]"
2-stop S→S→M   ,86:31.225,"[25, 37]"
2-stop S→M→S   ,86:31.225,"[12, 41]"
2-stop S→M→S   ,86:31.225,"[25, 54]"
2-stop M→S→S   ,86:31.225,"[29, 41]"
2-stop M→S→S   ,86:31.225,"[29, 54]"
2-stop S→S→M   ,86:31.227,"[13, 41]"
2-stop S→S→M   ,86:31.227,"[28, 41]"
2-stop S→M→S   ,86:31.227,"[13, 38]"
2-stop S→M→S   ,86:31.227,"[28, 53]"
2-stop M→S→S   ,86:31.227,"[25, 38]"
2-stop M→S→S   ,86:31.227,"[25, 53]"
2-stop S→S→H   ,86:31.244,"[23, 47]"
2-stop S→S→H   ,86:31.244,"[24, 47]"
2-stop S→H→S   ,86:31.244,"[23, 42]"
2-stop S→H→S   ,86:31.244,"[24, 43]"
2-stop H→S→S   ,86:31.244,"[19, 42]"
2-stop H→S→S   ,86:31.244,"[19, 43]"
2-stop S→S→M   ,86:31.246,"[14, 43]"
2-stop S→S→M   ,86:31.246,"[29, 43]"
2-stop S→M→S   ,86:31.246,"[14, 37]"
2-stop S→M→S   ,86:31.246,"[29, 52]"
2-stop M→S→S   ,86:31.246,"[23, 37]"
2-stop M→S→S   ,86:31.246,"[23, 52]"
2-stop S→S→H   ,86:31.253,"[24, 48]"
2-stop S→H→S   ,86:31.253,"[24, 42]"
2-stop H→S→S   ,86:31.253,"[18, 42]"
2-stop S→S→H   ,86:31.257,"[23, 46]"
2-stop S→H→S   ,86:31.257,"[23, 43]"
2-stop H→S→S   ,86:31.257,"[20, 43]"
2-stop S→S→M   ,86:31.270,"[14, 34]"
2-stop S→S→M   ,86:31.270,"[20, 34]"
2-stop S→M→S   ,86:31.270,"[14, 46]"
2-stop S→M→S   ,86:31.270,"[20, 52]"
2-stop M→S→S   ,86:31.270,"[32, 46]"
2-stop M→S→S   ,86:31.270,"[32, 52]"
2-stop S→S→M   ,86:31.276,"[12, 38]"
2-stop S→S→M   ,86:31.276,"[26, 38]"
2-stop S→M→S   ,86:31.276,"[12, 40]"
2-stop S→M→S   ,86:31.276,"[26, 54]"
2-stop M→S→S   ,86:31.276,"[28, 40]"
2-stop M→S→S   ,86:31.276,"[28, 54]"
2-stop S→S→H   ,86:31.388,"[25, 48]"
2-stop S→H→S   ,86:31.388,"[25, 43]"
2-stop H→S→S   ,86:31.388,"[18, 43]"
2-stop S→S→H   ,86:31.388,"[23, 48]"
2-stop S→H→S   ,86:31.388,"[23, 41]"
2-stop H→S→S   ,86:31.388,"[18, 41]"
2-stop S→S→H   ,86:31.392,"[22, 46]"
2-stop S→S→H   ,86:31.392,"[24, 46]"
2-stop S→H→S   ,86:31.392,"[22, 42]"
2-stop S→H→S   ,86:31.392,"[24, 44]"
2-stop H→S→S   ,86:31.392,"[20, 42]"
2-stop H→S→S   ,86:31.392,"[20, 44]"
2-stop S→S→M   ,86:31.417,"[12, 36]"
2-stop S→S→M   ,86:31.417,"[24, 36]"
2-stop S→M→S   ,86:31.417,"[12, 42]"
2-stop S→M→S   ,86:31.417,"[24, 54]"
2-stop M→S→S   ,86:31.417,"[30, 42]"
2-stop M→S→S   ,86:31.417,"[30, 54]"
2-stop S→S→H   ,86:31.419,"[24, 49]"
2-stop S→S→H   ,86:31.419,"[25, 49]"
2-stop S→H→S   ,86:31.419,"[24, 41]"
2-stop S→H→S   ,86:31.419,"[25, 42]"
2-stop H→S→S   ,86:31.419,"[17, 41]"
2-stop H→S→S   ,86:31.419,"[17, 42]"
2-stop S→S→H   ,86:31.427,"[22, 45]"
2-stop S→S→H   ,86:31.427,"[23, 45]"
2-stop S→H→S   ,86:31.427,"[22, 43]"
2-stop S→H→S   ,86:31.427,"[23, 44]"
2-stop H→S→S   ,86:31.427,"[21, 43]"
2-stop H→S→S   ,86:31.427,"[21, 44]"
2-stop S→S→H   ,86:31.514,"[22, 47]"
2-stop S→S→H   ,86:31.514,"[25, 47]"
2-stop S→H→S   ,86:31.514,"[22, 41]"
2-stop S→H→S   ,86:31.514,"[25, 44]"
2-stop H→S→S   ,86:31.514,"[19, 41]"
2-stop H→S→S   ,86:31.514,"[19, 44]"
2-stop S→S→M   ,86:31.547,"[15, 45]"
2-stop S→S→M   ,86:31.547,"[30, 45]"
2-stop S→M→S   ,86:31.547,"[15, 36]"
2-stop S→M→S   ,86:31.547,"[30, 51]"
2-stop M→S→S   ,86:31.547,"[21, 36]"
2-stop M→S→S   ,86:31.547,"[21, 51]"
2-stop S→S→M   ,86:31.570,"[12, 39]"
2-stop S→S→M   ,86:31.570,"[27, 39]"
2-stop S→M→S   ,86:31.570,"[12, 39]"
2-stop S→M→S   ,86:31.570,"[27, 54]"
2-stop M→S→S   ,86:31.570,"[27, 39]"
2-stop M→S→S   ,86:31.570,"[27, 54]"
2-stop S→S→M   ,86:31.586,"[17, 48]"
2-stop S→S→M   ,86:31.586,"[31, 48]"
2-stop S→M→S   ,86:31.586,"[17, 35]"
2-stop S→M→S   ,86:31.586,"[31, 49]"
2-stop M→S→S   ,86:31.586,"[18, 35]"
2-stop M→S→S   ,86:31.586,"[18, 49]"
2-stop S→S→H   ,86:31.607,"[25, 50]"
2-stop S→H→S   ,86:31.607,"[25, 41]"
2-stop H→S→S   ,86:31.607,"[16, 41]"
2-stop S→S→H   ,86:31.619,"[22, 44]"
2-stop S→H→S   ,86:31.619,"[22, 44]"
2-stop H→S→S   ,86:31.619,"[22, 44]"
2-stop S→S→M   ,86:31.627,"[26, 56]"
2-stop S→S→M   ,86:31.627,"[30, 56]"
2-stop S→M→S   ,86:31.627,"[26, 36]"
2-stop S→M→S   ,86:31.627,"[30, 40]"
2-stop M→S→S   ,86:31.627,"[10, 36]"
2-stop M→S→S   ,86:31.627,"[10, 40]"
2-stop S→M→S   ,86:31.642,"[24, 35]"
2-stop S→M→S   ,86:31.642,"[31, 42]"
2-stop S→S→M   ,86:31.642,"[24, 55]"
2-stop S→S→M   ,86:31.642,"[31, 55]"
2-stop M→S→S   ,86:31.642,"[11, 35]"
2-stop M→S→S   ,86:31.642,"[11, 42]"
2-stop S→S→H   ,86:31.689,"[23, 49]"
2-stop S→S→H   ,86:31.689,"[26, 49]"
2-stop S→H→S   ,86:31.689,"[23, 40]"
2-stop S→H→S   ,86:31.689,"[26, 43]"
2-stop H→S→S   ,86:31.689,"[17, 40]"
2-stop H→S→S   ,86:31.689,"[17, 43]"
2-stop S→S→H   ,86:31.697,"[21, 45]"
2-stop S→S→H   ,86:31.697,"[24, 45]"
2-stop S→H→S   ,86:31.697,"[21, 42]"
2-stop S→H→S   ,86:31.697,"[24, 45]"
2-stop H→S→S   ,86:31.697,"[21, 42]"
2-stop H→S→S   ,86:31.697,"[21, 45]"
2-stop S→S→H   ,86:31.742,"[24, 50]"
2-stop S→S→H   ,86:31.742,"[26, 50]"
2-stop S→H→S   ,86:31.742,"[24, 40]"
2-stop S→H→S   ,86:31.742,"[26, 42]"
2-stop H→S→S   ,86:31.742,"[16, 40]"
2-stop H→S→S   ,86:31.742,"[16, 42]"
2-stop S→H→S   ,86:31.754,"[21, 43]"
2-stop S→S→H   ,86:31.754,"[21, 44]"
2-stop S→S→H   ,86:31.754,"[23, 44]"
2-stop S→H→S   ,86:31.754,"[23, 45]"
2-stop H→S→S   ,86:31.754,"[22, 43]"
2-stop H→S→S   ,86:31.754,"[22, 45]"
2-stop S→S→H   ,86:31.793,"[22, 48]"
2-stop S→S→H   ,86:31.793,"[26, 48]"
2-stop S→H→S   ,86:31.793,"[22, 40]"
2-stop S→H→S   ,86:31.793,"[26, 44]"
2-stop H→S→S   ,86:31.793,"[18, 40]"
2-stop H→S→S   ,86:31.793,"[18, 44]"
2-stop S→S→H   ,86:31.797,"[21, 46]"
2-stop S→S→H   ,86:31.797,"[25, 46]"
2-stop S→H→S   ,86:31.797,"[21, 41]"
2-stop S→H→S   ,86:31.797,"[25, 45]"
2-stop H→S→S   ,86:31.797,"[20, 41]"
2-stop H→S→S   ,86:31.797,"[20, 45]"
2-stop S→S→M   ,86:31.815,"[13, 34]"
2-stop S→S→M   ,86:31.815,"[21, 34]"
2-stop S→M→S   ,86:31.815,"[13, 45]"
2-stop S→M→S   ,86:31.815,"[21, 53]"
2-stop M→S→S   ,86:31.815,"[32, 45]"
2-stop M→S→S   ,86:31.815,"[32, 53]"
2-stop S→S→M   ,86:31.852,"[12, 35]"
2-stop S→S→M   ,86:31.852,"[23, 35]"
2-stop S→M→S   ,86:31.852,"[12, 43]"
2-stop S→M→S   ,86:31.852,"[23, 54]"
2-stop M→S→S   ,86:31.852,"[31, 43]"
2-stop M→S→S   ,86:31.852,"[31, 54]"
2-stop S→S→H   ,86:31.952,"[25, 51]"
2-stop S→S→H   ,86:31.952,"[26, 51]"
2-stop S→H→S   ,86:31.952,"[25, 40]"
2-stop S→H→S   ,86:31.952,"[26, 41]"
2-stop H→S→S   ,86:31.952,"[15, 40]"
2-stop H→S→S   ,86:31.952,"[15, 41]"
2-stop S→S→H   ,86:31.968,"[21, 43]"
2-stop S→S→H   ,86:31.968,"[22, 43]"
2-stop S→H→S   ,86:31.968,"[21, 44]"
2-stop S→H→S   ,86:31.968,"[22, 45]"
2-stop H→S→S   ,86:31.968,"[23, 44]"
2-stop H→S→S   ,86:31.968,"[23, 45]"
2-stop S→S→M   ,86:32.035,"[13, 42]"
2-stop S→S→M   ,86:32.035,"[29, 42]"
2-stop S→M→S   ,86:32.035,"[13, 37]"
2-stop S→M→S   ,86:32.035,"[29, 53]"
2-stop M→S→S   ,86:32.035,"[24, 37]"
2-stop M→S→S   ,86:32.035,"[24, 53]"
2-stop S→S→H   ,86:32.054,"[21, 47]"
2-stop S→S→H   ,86:32.054,"[26, 47]"
2-stop S→H→S   ,86:32.054,"[21, 40]"
2-stop S→H→S   ,86:32.054,"[26, 45]"
2-stop H→S→S   ,86:32.054,"[19, 40]"
2-stop H→S→S   ,86:32.054,"[19, 45]"
2-stop S→S→M   ,86:32.107,"[12, 40]"
2-stop S→S→M   ,86:32.107,"[28, 40]"
2-stop S→M→S   ,86:32.107,"[12, 38]"
2-stop S→M→S   ,86:32.107,"[28, 54]"
2-stop M→S→S   ,86:32.107,"[26, 38]"
2-stop M→S→S   ,86:32.107,"[26, 54]"
2-stop S→S→M   ,86:32.125,"[20, 52]"
2-stop S→S→M   ,86:32.125,"[32, 52]"
2-stop S→M→S   ,86:32.125,"[20, 34]"
2-stop S→M→S   ,86:32.125,"[32, 46]"
2-stop M→S→S   ,86:32.125,"[14, 34]"
2-stop M→S→S   ,86:32.125,"[14, 46]"
2-stop S→S→M   ,86:32.130,"[16, 47]"
2-stop S→S→M   ,86:32.130,"[31, 47]"
2-stop S→M→S   ,86:32.130,"[16, 35]"
2-stop S→M→S   ,86:32.130,"[31, 50]"
2-stop M→S→S   ,86:32.130,"[19, 35]"
2-stop M→S→S   ,86:32.130,"[19, 50]"
2-stop S→S→H   ,86:32.147,"[23, 50]"
2-stop S→S→H   ,86:32.147,"[27, 50]"
2-stop S→H→S   ,86:32.147,"[23, 39]"
2-stop S→H→S   ,86:32.147,"[27, 43]"
2-stop H→S→S   ,86:32.147,"[16, 43]"
2-stop H→S→S   ,86:32.147,"[16, 39]"
2-stop S→S→M   ,86:32.151,"[16, 33]"
2-stop S→S→M   ,86:32.151,"[17, 33]"
2-stop S→M→S   ,86:32.151,"[16, 49]"
2-stop S→M→S   ,86:32.151,"[17, 50]"
2-stop M→S→S   ,86:32.151,"[33, 49]"
2-stop M→S→S   ,86:32.151,"[33, 50]"
2-stop S→S→H   ,86:32.159,"[20, 44]"
2-stop S→S→H   ,86:32.159,"[24, 44]"
